date,day,meal,menu,expected_students,holiday,special_event,semester_status,previous_demand,actual_demand
2025-01-05,Sunday,Dinner,Dosa,77,1,0,Regular,356,17
2025-01-06,Monday,Dinner,Dosa,482,0,0,Regular,17,271
2025-01-07,Tuesday,Breakfast,Idli,475,0,0,Regular,271,315
2025-01-08,Wednesday,Breakfast,Idli,599,0,1,Regular,315,401
2025-01-09,Thursday,Breakfast,Upma,464,0,1,Regular,401,349
2025-01-10,Friday,Breakfast,Dosa,434,0,1,Regular,349,309
2025-01-11,Saturday,Breakfast,Dosa,342,0,0,Regular,309,155
2025-01-12,Sunday,Dinner,Variety Rice,124,1,0,Regular,155,0
2025-01-13,Monday,Lunch,Special Meals,551,0,1,Regular,0,478
2025-01-14,Tuesday,Dinner,Chapati,444,0,0,Regular,478,382
2025-01-15,Wednesday,Breakfast,Dosa,482,0,0,Regular,382,306
2025-01-16,Thursday,Dinner,Idli,456,0,0,Regular,306,342
2025-01-17,Friday,Lunch,Chapati,475,0,0,Regular,342,403
2025-01-18,Saturday,Lunch,Biryani,360,0,0,Regular,403,343
2025-01-19,Sunday,Breakfast,Idli,95,1,0,Regular,343,0
2025-01-20,Monday,Lunch,Biryani,562,0,0,Regular,0,494
2025-01-21,Tuesday,Dinner,Chapati,595,0,0,Regular,494,464
2025-01-22,Wednesday,Breakfast,Dosa,419,0,0,Regular,464,308
2025-01-23,Thursday,Dinner,Chapati,583,0,0,Regular,308,408
2025-01-24,Friday,Dinner,Dosa,540,0,0,Regular,408,456
2025-01-25,Saturday,Lunch,South Indian Meals,287,0,0,Regular,456,261
2025-01-26,Sunday,Lunch,Variety Rice,117,1,0,Regular,261,49
2025-01-27,Monday,Breakfast,Upma,549,0,0,Regular,49,334
2025-01-28,Tuesday,Breakfast,Idli,545,0,0,Regular,334,343
2025-01-29,Wednesday,Lunch,Special Meals,482,0,0,Regular,343,410
2025-01-30,Thursday,Lunch,Biryani,504,0,0,Regular,410,504
2025-01-31,Friday,Breakfast,Upma,524,0,0,Regular,504,345
2025-02-01,Saturday,Dinner,Dosa,318,0,0,Regular,345,159
2025-02-02,Sunday,Breakfast,Pongal,123,1,0,Regular,159,0
2025-02-03,Monday,Dinner,Variety Rice,431,0,0,Regular,0,260
2025-02-04,Tuesday,Lunch,Variety Rice,511,0,0,Regular,260,425
2025-02-05,Wednesday,Lunch,Special Meals,428,0,0,Regular,425,416
2025-02-06,Thursday,Breakfast,Dosa,522,0,1,Regular,416,383
2025-02-07,Friday,Lunch,South Indian Meals,480,0,0,Regular,383,478
2025-02-08,Saturday,Lunch,South Indian Meals,300,0,0,Regular,478,262
2025-02-09,Sunday,Dinner,Idli,111,1,0,Regular,262,0
2025-02-10,Monday,Lunch,Special Meals,583,0,0,Regular,0,516
2025-02-11,Tuesday,Lunch,Biryani,457,0,0,Regular,516,457
2025-02-12,Wednesday,Breakfast,Idli,426,0,0,Regular,457,296
2025-02-13,Thursday,Breakfast,Dosa,544,0,0,Regular,296,339
2025-02-14,Friday,Breakfast,Idli,509,0,0,Regular,339,374
2025-02-15,Saturday,Breakfast,Idli,388,0,0,Regular,374,198
2025-02-16,Sunday,Breakfast,Dosa,91,1,0,Regular,198,0
2025-02-17,Monday,Dinner,Idli,458,0,0,Regular,0,255
2025-02-18,Tuesday,Dinner,Parotta,519,0,0,Regular,255,373
2025-02-19,Wednesday,Breakfast,Poori,414,0,0,Regular,373,312
2025-02-20,Thursday,Dinner,Chapati,493,0,0,Regular,312,377
2025-02-21,Friday,Lunch,Biryani,448,0,0,Regular,377,448
2025-02-22,Saturday,Breakfast,Dosa,379,0,0,Regular,448,188
2025-02-23,Sunday,Breakfast,Idli,67,1,1,Regular,188,0
2025-02-24,Monday,Lunch,Variety Rice,544,0,0,Regular,0,387
2025-02-25,Tuesday,Lunch,Special Meals,475,0,0,Regular,387,463
2025-02-26,Wednesday,Lunch,Variety Rice,592,0,0,Regular,463,551
2025-02-27,Thursday,Dinner,Parotta,580,0,0,Regular,551,464
2025-02-28,Friday,Breakfast,Dosa,454,0,0,Regular,464,366
2025-03-01,Saturday,Lunch,Special Meals,303,0,0,Regular,366,264
2025-03-02,Sunday,Dinner,Dosa,98,1,0,Regular,264,7
2025-03-03,Monday,Dinner,Chapati,482,0,0,Regular,7,281
2025-03-04,Tuesday,Breakfast,Dosa,562,0,0,Regular,281,388
2025-03-05,Wednesday,Lunch,South Indian Meals,517,0,0,Regular,388,464
2025-03-06,Thursday,Lunch,Special Meals,598,0,0,Regular,464,595
2025-03-07,Friday,Breakfast,Poori,449,0,0,Regular,595,352
2025-03-08,Saturday,Breakfast,Idli,288,0,0,Regular,352,140
2025-03-09,Sunday,Lunch,South Indian Meals,74,1,0,Regular,140,0
2025-03-10,Monday,Lunch,Variety Rice,401,1,0,Regular,0,256
2025-03-11,Tuesday,Dinner,Idli,590,0,0,Regular,256,358
2025-03-12,Wednesday,Dinner,Idli,540,0,0,Regular,358,401
2025-03-13,Thursday,Dinner,Variety Rice,593,0,0,Regular,401,463
2025-03-14,Friday,Lunch,Variety Rice,522,0,0,Regular,463,452
2025-03-15,Saturday,Breakfast,Upma,343,0,0,Regular,452,175
2025-03-16,Sunday,Dinner,Dosa,92,1,0,Regular,175,0
2025-03-17,Monday,Breakfast,Upma,457,0,0,Regular,0,251
2025-03-18,Tuesday,Breakfast,Pongal,575,0,0,Regular,251,339
2025-03-19,Wednesday,Dinner,Dosa,581,0,0,Regular,339,450
2025-03-20,Thursday,Lunch,Chapati,547,0,0,Regular,450,454
2025-03-21,Friday,Breakfast,Poori,488,0,0,Regular,454,399
2025-03-22,Saturday,Breakfast,Poori,277,0,0,Regular,399,136
2025-03-23,Sunday,Lunch,South Indian Meals,97,1,0,Regular,136,28
2025-03-24,Monday,Lunch,Special Meals,420,0,0,Regular,28,382
2025-03-25,Tuesday,Lunch,Biryani,419,0,0,Regular,382,414
2025-03-26,Wednesday,Breakfast,Idli,508,0,0,Regular,414,275
2025-03-27,Thursday,Lunch,Variety Rice,478,0,0,Regular,275,401
2025-03-28,Friday,Breakfast,Idli,564,0,0,Regular,401,423
2025-03-29,Saturday,Dinner,Parotta,279,0,0,Regular,423,196
2025-03-30,Sunday,Breakfast,Dosa,80,1,0,Regular,196,0
2025-03-31,Monday,Lunch,Chapati,456,0,0,Regular,0,315
2025-04-01,Tuesday,Lunch,South Indian Meals,284,0,0,Exam Period,315,275
2025-04-02,Wednesday,Dinner,Dosa,269,0,0,Exam Period,275,166
2025-04-03,Thursday,Lunch,Chapati,280,0,0,Exam Period,166,241
2025-04-04,Friday,Breakfast,Pongal,285,1,0,Exam Period,241,149
2025-04-05,Saturday,Lunch,South Indian Meals,410,0,0,Exam Period,149,238
2025-04-06,Sunday,Lunch,Variety Rice,182,1,0,Exam Period,238,40
2025-04-07,Monday,Lunch,Biryani,434,0,1,Exam Period,40,380
2025-04-08,Tuesday,Dinner,Idli,350,0,0,Exam Period,380,250
2025-04-09,Wednesday,Breakfast,Dosa,310,0,1,Exam Period,250,194
2025-04-10,Thursday,Breakfast,Poori,345,0,1,Exam Period,194,234
2025-04-11,Friday,Breakfast,Upma,405,0,0,Exam Period,234,256
2025-04-12,Saturday,Dinner,Parotta,391,0,0,Exam Period,256,173
2025-04-13,Sunday,Breakfast,Pongal,200,1,0,Exam Period,173,0
2025-04-14,Monday,Dinner,Dosa,415,0,0,Exam Period,0,230
2025-04-15,Tuesday,Lunch,Special Meals,329,0,0,Exam Period,230,264
2025-04-16,Wednesday,Lunch,Variety Rice,302,0,0,Exam Period,264,287
2025-04-17,Thursday,Dinner,Chapati,317,0,0,Exam Period,287,221
2025-04-18,Friday,Breakfast,Idli,265,0,0,Exam Period,221,134
2025-04-19,Saturday,Dinner,Dosa,339,0,0,Exam Period,134,136
2025-04-20,Sunday,Dinner,Idli,270,1,0,Exam Period,136,48
2025-04-21,Monday,Dinner,Chapati,318,0,0,Exam Period,48,192
2025-04-22,Tuesday,Lunch,Variety Rice,289,0,1,Exam Period,192,239
2025-04-23,Wednesday,Breakfast,Pongal,346,0,1,Exam Period,239,230
2025-04-24,Thursday,Breakfast,Idli,297,0,0,Exam Period,230,154
2025-04-25,Friday,Breakfast,Pongal,291,0,0,Exam Period,154,193
2025-04-26,Saturday,Dinner,Chapati,308,0,0,Exam Period,193,154
2025-04-27,Sunday,Lunch,Chapati,320,1,0,Exam Period,154,131
2025-04-28,Monday,Breakfast,Dosa,353,0,0,Exam Period,131,244
2025-04-29,Tuesday,Lunch,Variety Rice,259,0,0,Exam Period,244,232
2025-04-30,Wednesday,Lunch,Special Meals,341,0,0,Exam Period,232,309
2025-05-01,Thursday,Dinner,Idli,97,0,0,Semester Holiday,309,92
2025-05-02,Friday,Lunch,Special Meals,174,0,0,Semester Holiday,92,174
2025-05-03,Saturday,Dinner,Parotta,50,1,0,Semester Holiday,174,15
2025-05-04,Sunday,Dinner,Chapati,85,1,0,Semester Holiday,15,0
2025-05-05,Monday,Lunch,South Indian Meals,148,0,0,Semester Holiday,0,148
2025-05-06,Tuesday,Dinner,Variety Rice,199,0,0,Semester Holiday,148,113
2025-05-07,Wednesday,Dinner,Dosa,129,0,0,Semester Holiday,113,95
2025-05-08,Thursday,Dinner,Dosa,97,0,0,Semester Holiday,95,69
2025-05-09,Friday,Lunch,Special Meals,115,0,0,Semester Holiday,69,115
2025-05-10,Saturday,Breakfast,Poori,190,0,0,Semester Holiday,115,57
2025-05-11,Sunday,Lunch,Biryani,126,1,0,Semester Holiday,57,30
2025-05-12,Monday,Dinner,Dosa,160,0,1,Semester Holiday,30,142
2025-05-13,Tuesday,Dinner,Dosa,110,0,0,Semester Holiday,142,60
2025-05-14,Wednesday,Breakfast,Poori,151,0,0,Semester Holiday,60,66
2025-05-15,Thursday,Dinner,Variety Rice,95,0,0,Semester Holiday,66,48
2025-05-16,Friday,Lunch,Biryani,95,0,0,Semester Holiday,48,95
2025-05-17,Saturday,Lunch,Biryani,117,0,0,Semester Holiday,95,103
2025-05-18,Sunday,Dinner,Idli,118,1,0,Semester Holiday,103,0
2025-05-19,Monday,Lunch,South Indian Meals,132,0,0,Semester Holiday,0,112
2025-05-20,Tuesday,Dinner,Variety Rice,110,0,0,Semester Holiday,112,69
2025-05-21,Wednesday,Lunch,Chapati,112,0,0,Semester Holiday,69,96
2025-05-22,Thursday,Breakfast,Upma,182,0,0,Semester Holiday,96,83
2025-05-23,Friday,Lunch,South Indian Meals,88,0,0,Semester Holiday,83,88
2025-05-24,Saturday,Dinner,Parotta,181,0,0,Semester Holiday,88,39
2025-05-25,Sunday,Lunch,Biryani,62,1,0,Semester Holiday,39,8
2025-05-26,Monday,Lunch,Variety Rice,159,0,0,Semester Holiday,8,132
2025-05-27,Tuesday,Lunch,Variety Rice,166,0,0,Semester Holiday,132,131
2025-05-28,Wednesday,Dinner,Variety Rice,75,1,0,Semester Holiday,131,26
2025-05-29,Thursday,Dinner,Dosa,143,0,0,Semester Holiday,26,84
2025-05-30,Friday,Breakfast,Dosa,112,0,0,Semester Holiday,84,83
2025-05-31,Saturday,Lunch,Variety Rice,153,0,0,Semester Holiday,83,96
2025-06-01,Sunday,Lunch,Variety Rice,51,1,0,Semester Holiday,96,0
2025-06-02,Monday,Dinner,Chapati,102,0,1,Semester Holiday,0,95
2025-06-03,Tuesday,Lunch,Chapati,180,0,0,Semester Holiday,95,143
2025-06-04,Wednesday,Lunch,South Indian Meals,179,0,1,Semester Holiday,143,155
2025-06-05,Thursday,Lunch,Variety Rice,148,0,0,Semester Holiday,155,148
2025-06-06,Friday,Lunch,Biryani,191,0,0,Semester Holiday,148,191
2025-06-07,Saturday,Dinner,Dosa,99,0,0,Semester Holiday,191,22
2025-06-08,Sunday,Breakfast,Pongal,144,1,0,Semester Holiday,22,0
2025-06-09,Monday,Lunch,Special Meals,153,0,0,Semester Holiday,0,149
2025-06-10,Tuesday,Lunch,Variety Rice,101,0,0,Semester Holiday,149,101
2025-06-11,Wednesday,Breakfast,Pongal,170,0,0,Semester Holiday,101,24
2025-06-12,Thursday,Breakfast,Pongal,98,0,0,Semester Holiday,24,25
2025-06-13,Friday,Lunch,South Indian Meals,117,0,1,Semester Holiday,25,117
2025-06-14,Saturday,Breakfast,Dosa,91,0,0,Semester Holiday,117,11
2025-06-15,Sunday,Dinner,Chapati,124,1,0,Semester Holiday,11,0
2025-06-16,Monday,Dinner,Parotta,136,0,0,Semester Holiday,0,68
2025-06-17,Tuesday,Lunch,Chapati,118,0,0,Semester Holiday,68,103
2025-06-18,Wednesday,Lunch,Variety Rice,179,0,0,Semester Holiday,103,111
2025-06-19,Thursday,Breakfast,Dosa,106,0,0,Semester Holiday,111,36
2025-06-20,Friday,Breakfast,Pongal,133,0,0,Semester Holiday,36,28
2025-06-21,Saturday,Dinner,Dosa,122,0,0,Semester Holiday,28,6
2025-06-22,Sunday,Lunch,Variety Rice,151,1,0,Semester Holiday,6,15
2025-06-23,Monday,Lunch,Variety Rice,133,0,0,Semester Holiday,15,122
2025-06-24,Tuesday,Breakfast,Pongal,134,0,1,Semester Holiday,122,81
2025-06-25,Wednesday,Lunch,Special Meals,160,0,0,Semester Holiday,81,131
2025-06-26,Thursday,Breakfast,Dosa,101,0,1,Semester Holiday,131,79
2025-06-27,Friday,Lunch,South Indian Meals,135,0,0,Semester Holiday,79,128
2025-06-28,Saturday,Breakfast,Dosa,106,0,0,Semester Holiday,128,8
2025-06-29,Sunday,Breakfast,Poori,114,1,0,Semester Holiday,8,0
2025-06-30,Monday,Dinner,Idli,81,0,0,Semester Holiday,0,53
2025-07-01,Tuesday,Breakfast,Idli,562,0,0,Regular,53,317
2025-07-02,Wednesday,Dinner,Idli,558,0,0,Regular,317,327
2025-07-03,Thursday,Breakfast,Pongal,591,0,0,Regular,327,333
2025-07-04,Friday,Dinner,Variety Rice,417,0,0,Regular,333,324
2025-07-05,Saturday,Dinner,Dosa,353,0,1,Regular,324,240
2025-07-06,Sunday,Lunch,Variety Rice,116,1,0,Regular,240,34
2025-07-07,Monday,Breakfast,Upma,504,0,0,Regular,34,315
2025-07-08,Tuesday,Breakfast,Upma,551,0,0,Regular,315,376
2025-07-09,Wednesday,Lunch,Chapati,438,0,0,Regular,376,395
2025-07-10,Thursday,Breakfast,Upma,524,0,0,Regular,395,306
2025-07-11,Friday,Dinner,Parotta,571,0,0,Regular,306,463
2025-07-12,Saturday,Breakfast,Pongal,315,0,0,Regular,463,151
2025-07-13,Sunday,Dinner,Parotta,73,1,0,Regular,151,0
2025-07-14,Monday,Lunch,South Indian Meals,582,0,0,Regular,0,461
2025-07-15,Tuesday,Lunch,Chapati,458,0,1,Regular,461,458
2025-07-16,Wednesday,Dinner,Variety Rice,583,0,0,Regular,458,414
2025-07-17,Thursday,Lunch,Special Meals,532,0,0,Regular,414,519
2025-07-18,Friday,Breakfast,Idli,466,0,0,Regular,519,362
2025-07-19,Saturday,Breakfast,Upma,264,0,0,Regular,362,68
2025-07-20,Sunday,Dinner,Parotta,51,1,0,Regular,68,0
2025-07-21,Monday,Dinner,Chapati,477,0,0,Regular,0,284
2025-07-22,Tuesday,Dinner,Dosa,545,0,1,Regular,284,488
2025-07-23,Wednesday,Dinner,Chapati,516,0,0,Regular,488,411
2025-07-24,Thursday,Breakfast,Upma,558,0,0,Regular,411,399
2025-07-25,Friday,Breakfast,Idli,449,0,0,Regular,399,287
2025-07-26,Saturday,Breakfast,Idli,276,0,0,Regular,287,103
2025-07-27,Sunday,Lunch,South Indian Meals,73,1,0,Regular,103,0
2025-07-28,Monday,Lunch,South Indian Meals,550,0,0,Regular,0,396
2025-07-29,Tuesday,Breakfast,Idli,391,1,0,Regular,396,219
2025-07-30,Wednesday,Breakfast,Upma,552,0,0,Regular,219,266
2025-07-31,Thursday,Lunch,Chapati,437,0,0,Regular,266,404
2025-08-01,Friday,Dinner,Parotta,503,0,0,Regular,404,420
2025-08-02,Saturday,Lunch,Biryani,394,0,0,Regular,420,344
2025-08-03,Sunday,Lunch,Special Meals,135,1,0,Regular,344,96
2025-08-04,Monday,Dinner,Chapati,446,0,0,Regular,96,282
2025-08-05,Tuesday,Lunch,Chapati,414,0,0,Regular,282,359
2025-08-06,Wednesday,Breakfast,Dosa,414,0,0,Regular,359,256
2025-08-07,Thursday,Dinner,Chapati,424,0,0,Regular,256,324
2025-08-08,Friday,Breakfast,Pongal,429,0,0,Regular,324,283
2025-08-09,Saturday,Dinner,Dosa,265,0,1,Regular,283,192
2025-08-10,Sunday,Dinner,Parotta,144,1,1,Regular,192,68
2025-08-11,Monday,Dinner,Variety Rice,481,0,0,Regular,68,273
2025-08-12,Tuesday,Breakfast,Idli,452,0,0,Regular,273,259
2025-08-13,Wednesday,Breakfast,Dosa,586,0,0,Regular,259,392
2025-08-14,Thursday,Dinner,Chapati,538,0,0,Regular,392,415
2025-08-15,Friday,Lunch,Biryani,575,0,0,Regular,415,504
2025-08-16,Saturday,Lunch,Biryani,336,0,0,Regular,504,319
2025-08-17,Sunday,Dinner,Idli,95,1,0,Regular,319,0
2025-08-18,Monday,Breakfast,Poori,459,0,0,Regular,0,245
2025-08-19,Tuesday,Breakfast,Upma,532,0,1,Regular,245,377
2025-08-20,Wednesday,Lunch,Chapati,446,0,0,Regular,377,361
2025-08-21,Thursday,Lunch,Biryani,512,0,0,Regular,361,491
2025-08-22,Friday,Breakfast,Dosa,503,0,0,Regular,491,404
2025-08-23,Saturday,Dinner,Idli,364,0,0,Regular,404,228
2025-08-24,Sunday,Dinner,Dosa,54,1,0,Regular,228,0
2025-08-25,Monday,Breakfast,Poori,541,0,0,Regular,0,345
2025-08-26,Tuesday,Dinner,Variety Rice,579,0,0,Regular,345,443
2025-08-27,Wednesday,Breakfast,Pongal,514,0,0,Regular,443,344
2025-08-28,Thursday,Lunch,Biryani,556,0,0,Regular,344,525
2025-08-29,Friday,Lunch,Special Meals,509,0,1,Regular,525,509
2025-08-30,Saturday,Dinner,Variety Rice,336,0,0,Regular,509,238
2025-08-31,Sunday,Breakfast,Dosa,63,1,0,Regular,238,0
2025-09-01,Monday,Dinner,Variety Rice,475,0,0,Regular,0,281
2025-09-02,Tuesday,Lunch,Special Meals,481,0,1,Regular,281,481
2025-09-03,Wednesday,Dinner,Chapati,534,0,0,Regular,481,424
2025-09-04,Thursday,Dinner,Parotta,462,0,0,Regular,424,386
2025-09-05,Friday,Lunch,Biryani,509,0,1,Regular,386,509
2025-09-06,Saturday,Dinner,Parotta,370,0,0,Regular,509,296
2025-09-07,Sunday,Lunch,Special Meals,95,1,0,Regular,296,74
2025-09-08,Monday,Lunch,South Indian Meals,459,0,0,Regular,74,350
2025-09-09,Tuesday,Dinner,Parotta,527,0,0,Regular,350,421
2025-09-10,Wednesday,Dinner,Dosa,404,0,0,Regular,421,348
2025-09-11,Thursday,Dinner,Chapati,513,0,1,Regular,348,418
2025-09-12,Friday,Dinner,Dosa,507,0,0,Regular,418,401
2025-09-13,Saturday,Lunch,Chapati,352,0,0,Regular,401,268
2025-09-14,Sunday,Lunch,Biryani,86,1,0,Regular,268,64
2025-09-15,Monday,Breakfast,Idli,518,0,0,Regular,64,263
2025-09-16,Tuesday,Breakfast,Poori,469,0,0,Regular,263,274
2025-09-17,Wednesday,Lunch,Chapati,557,0,0,Regular,274,418
2025-09-18,Thursday,Lunch,South Indian Meals,549,0,0,Regular,418,466
2025-09-19,Friday,Lunch,South Indian Meals,500,0,0,Regular,466,431
2025-09-20,Saturday,Dinner,Parotta,328,0,0,Regular,431,223
2025-09-21,Sunday,Lunch,Special Meals,102,1,0,Regular,223,38
2025-09-22,Monday,Dinner,Chapati,586,0,0,Regular,38,373
2025-09-23,Tuesday,Lunch,South Indian Meals,528,0,0,Regular,373,408
2025-09-24,Wednesday,Breakfast,Poori,435,0,0,Regular,408,337
2025-09-25,Thursday,Breakfast,Idli,474,0,1,Regular,337,369
2025-09-26,Friday,Lunch,Chapati,515,0,0,Regular,369,484
2025-09-27,Saturday,Lunch,South Indian Meals,373,0,0,Regular,484,326
2025-09-28,Sunday,Dinner,Parotta,68,1,0,Regular,326,0
2025-09-29,Monday,Breakfast,Dosa,560,0,0,Regular,0,321
2025-09-30,Tuesday,Dinner,Dosa,436,0,0,Regular,321,338
2025-10-01,Wednesday,Dinner,Parotta,561,0,0,Regular,338,424
2025-10-02,Thursday,Breakfast,Upma,586,0,0,Regular,424,364
2025-10-03,Friday,Breakfast,Dosa,465,0,0,Regular,364,368
2025-10-04,Saturday,Lunch,Special Meals,274,0,0,Regular,368,251
2025-10-05,Sunday,Lunch,Variety Rice,96,1,0,Regular,251,30
2025-10-06,Monday,Dinner,Variety Rice,560,0,0,Regular,30,366
2025-10-07,Tuesday,Lunch,Biryani,536,0,0,Regular,366,510
2025-10-08,Wednesday,Breakfast,Dosa,580,0,1,Regular,510,515
2025-10-09,Thursday,Lunch,Biryani,600,0,0,Regular,515,521
2025-10-10,Friday,Lunch,Chapati,481,0,0,Regular,521,481
2025-10-11,Saturday,Lunch,Special Meals,295,0,0,Regular,481,289
2025-10-12,Sunday,Breakfast,Dosa,121,1,0,Regular,289,0
2025-10-13,Monday,Dinner,Dosa,424,0,0,Regular,0,282
2025-10-14,Tuesday,Breakfast,Dosa,552,0,0,Regular,282,382
2025-10-15,Wednesday,Dinner,Variety Rice,446,0,0,Regular,382,354
2025-10-16,Thursday,Lunch,South Indian Meals,558,0,0,Regular,354,463
2025-10-17,Friday,Breakfast,Dosa,535,0,0,Regular,463,430
2025-10-18,Saturday,Lunch,Chapati,315,0,0,Regular,430,220
2025-10-19,Sunday,Breakfast,Pongal,85,1,0,Regular,220,0
2025-10-20,Monday,Lunch,Special Meals,558,0,0,Regular,0,426
2025-10-21,Tuesday,Lunch,Variety Rice,271,1,0,Regular,426,232
2025-10-22,Wednesday,Dinner,Chapati,590,0,0,Regular,232,343
2025-10-23,Thursday,Breakfast,Idli,518,0,0,Regular,343,332
2025-10-24,Friday,Lunch,Chapati,464,0,0,Regular,332,453
2025-10-25,Saturday,Lunch,South Indian Meals,395,0,0,Regular,453,298
2025-10-26,Sunday,Dinner,Variety Rice,86,1,0,Regular,298,0
2025-10-27,Monday,Breakfast,Dosa,415,0,0,Regular,0,244
2025-10-28,Tuesday,Dinner,Dosa,492,0,0,Regular,244,358
2025-10-29,Wednesday,Dinner,Chapati,545,0,0,Regular,358,411
2025-10-30,Thursday,Lunch,Special Meals,438,0,0,Regular,411,433
2025-10-31,Friday,Lunch,Special Meals,557,0,0,Regular,433,555
2025-11-01,Saturday,Breakfast,Poori,313,0,0,Exam Period,555,183
2025-11-02,Sunday,Breakfast,Pongal,180,1,0,Exam Period,183,0
2025-11-03,Monday,Dinner,Parotta,345,0,0,Exam Period,0,170
2025-11-04,Tuesday,Lunch,Chapati,419,0,0,Exam Period,170,313
2025-11-05,Wednesday,Dinner,Idli,385,0,0,Exam Period,313,274
2025-11-06,Thursday,Dinner,Parotta,307,0,0,Exam Period,274,240
2025-11-07,Friday,Lunch,Variety Rice,392,0,1,Exam Period,240,392
2025-11-08,Saturday,Breakfast,Pongal,320,0,0,Exam Period,392,150
2025-11-09,Sunday,Breakfast,Upma,242,1,0,Exam Period,150,11
2025-11-10,Monday,Breakfast,Dosa,430,0,0,Exam Period,11,199
2025-11-11,Tuesday,Lunch,Biryani,438,0,0,Exam Period,199,336
2025-11-12,Wednesday,Breakfast,Poori,387,0,0,Exam Period,336,241
2025-11-13,Thursday,Lunch,Special Meals,276,0,0,Exam Period,241,276
2025-11-14,Friday,Dinner,Chapati,261,0,0,Exam Period,276,201
2025-11-15,Saturday,Lunch,Variety Rice,341,0,0,Exam Period,201,220
2025-11-16,Sunday,Lunch,Special Meals,164,1,1,Exam Period,220,118
2025-11-17,Monday,Breakfast,Poori,290,0,0,Exam Period,118,159
2025-11-18,Tuesday,Breakfast,Idli,435,0,0,Exam Period,159,226
2025-11-19,Wednesday,Lunch,Variety Rice,402,0,1,Exam Period,226,300
2025-11-20,Thursday,Lunch,Biryani,383,0,0,Exam Period,300,331
2025-11-21,Friday,Breakfast,Idli,402,0,0,Exam Period,331,246
2025-11-22,Saturday,Breakfast,Dosa,282,0,0,Exam Period,246,123
2025-11-23,Sunday,Lunch,Special Meals,294,1,0,Exam Period,123,124
2025-11-24,Monday,Breakfast,Upma,258,0,0,Exam Period,124,109
2025-11-25,Tuesday,Dinner,Dosa,335,0,1,Exam Period,109,265
2025-11-26,Wednesday,Dinner,Dosa,337,0,0,Exam Period,265,216
2025-11-27,Thursday,Breakfast,Dosa,258,0,0,Exam Period,216,185
2025-11-28,Friday,Lunch,South Indian Meals,388,0,0,Exam Period,185,313
2025-11-29,Saturday,Dinner,Parotta,276,0,0,Exam Period,313,161
2025-11-30,Sunday,Breakfast,Dosa,228,1,0,Exam Period,161,0
2025-12-01,Monday,Lunch,Special Meals,469,0,0,Regular,0,407
2025-12-02,Tuesday,Lunch,South Indian Meals,452,0,0,Regular,407,439
2025-12-03,Wednesday,Dinner,Chapati,486,0,0,Regular,439,358
2025-12-04,Thursday,Lunch,Biryani,507,0,1,Regular,358,507
2025-12-05,Friday,Breakfast,Upma,599,0,0,Regular,507,382
2025-12-06,Saturday,Lunch,Variety Rice,399,0,0,Regular,382,282
2025-12-07,Sunday,Breakfast,Dosa,96,1,0,Regular,282,0
2025-12-08,Monday,Breakfast,Upma,447,0,0,Regular,0,251
2025-12-09,Tuesday,Dinner,Parotta,504,0,1,Regular,251,362
2025-12-10,Wednesday,Breakfast,Poori,575,0,0,Regular,362,357
2025-12-11,Thursday,Dinner,Variety Rice,568,0,0,Regular,357,441
2025-12-12,Friday,Lunch,Variety Rice,553,0,0,Regular,441,513
2025-12-13,Saturday,Dinner,Parotta,392,0,0,Regular,513,271
2025-12-14,Sunday,Lunch,South Indian Meals,99,1,1,Regular,271,73
2025-12-15,Monday,Breakfast,Upma,439,0,0,Regular,73,258
2025-12-16,Tuesday,Breakfast,Upma,563,0,0,Regular,258,273
2025-12-17,Wednesday,Dinner,Dosa,552,0,0,Regular,273,360
2025-12-18,Thursday,Breakfast,Pongal,576,0,0,Regular,360,361
2025-12-19,Friday,Breakfast,Idli,441,0,1,Regular,361,300
2025-12-20,Saturday,Lunch,Chapati,352,0,0,Regular,300,226
2025-12-21,Sunday,Breakfast,Dosa,43,1,0,Regular,226,0
2025-12-22,Monday,Breakfast,Dosa,573,0,0,Regular,0,337
2025-12-23,Tuesday,Lunch,Biryani,466,0,0,Regular,337,466
2025-12-24,Wednesday,Breakfast,Upma,427,0,0,Regular,466,262
2025-12-25,Thursday,Breakfast,Dosa,552,0,0,Regular,262,345
2025-12-26,Friday,Breakfast,Idli,551,0,0,Regular,345,405
2025-12-27,Saturday,Lunch,Biryani,253,0,0,Regular,405,253
2025-12-28,Sunday,Lunch,Chapati,83,1,0,Regular,253,7
2025-12-29,Monday,Dinner,Parotta,495,0,0,Regular,7,328
2025-12-30,Tuesday,Dinner,Idli,597,0,0,Regular,328,458
2025-12-31,Wednesday,Breakfast,Dosa,561,0,0,Regular,458,380
2026-01-01,Thursday,Lunch,South Indian Meals,521,0,0,Regular,380,399
2026-01-02,Friday,Dinner,Parotta,529,0,1,Regular,399,488
2026-01-03,Saturday,Breakfast,Pongal,332,0,0,Regular,488,159
2026-01-04,Sunday,Breakfast,Dosa,104,1,0,Regular,159,0
2026-01-05,Monday,Dinner,Dosa,446,0,0,Regular,0,292
2026-01-06,Tuesday,Dinner,Chapati,555,0,0,Regular,292,422
2026-01-07,Wednesday,Lunch,Biryani,463,0,0,Regular,422,463
2026-01-08,Thursday,Dinner,Dosa,560,0,0,Regular,463,451
2026-01-09,Friday,Lunch,Chapati,470,0,0,Regular,451,398
